tau_sat,b,tau_0,gamma_0,n,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30
100.0,0.8,100.0,3.333e-05,2.0,0.5,-4.1863e-15,220.3,224.14,231.64,239.33,246.66,253.6,260.17,266.41,272.31,277.9,283.2,288.23,292.99,297.51,301.8,305.87,309.72,313.38,316.86,320.15,323.29,326.26,329.1,331.79,334.35,336.78,339.1,341.32,343.42
100.0,0.8,200.0,3.333e-05,2.0,0.5,-2.2033e-15,429.8,429.86,436.48,443.8,450.77,457.38,463.62,469.51,475.1,480.37,485.35,490.07,494.53,498.75,502.74,506.51,510.09,513.49,516.69,519.74,522.62,525.35,527.96,530.42,532.77,534.99,537.12,539.14,541.06
100.0,0.8,400.0,3.333e-05,2.0,0.5,-7.9319e-15,833.31,840.52,846.38,853.0,859.29,865.21,870.78,876.01,880.92,885.55,889.9,893.98,897.82,901.43,904.83,908.03,911.04,913.89,916.56,919.08,921.46,923.71,925.84,927.85,929.76,931.56,933.29,934.93,936.48
100.0,0.8,800.0,3.333e-05,2.0,0.5,5.2879e-15,1520.1,1648.4,1665.7,1672.3,1677.4,1681.9,1686.2,1690.1,1693.5,1696.9,1699.9,1702.7,1705.3,1707.7,1709.8,1711.9,1713.7,1715.4,1717.1,1718.5,1719.8,1721.2,1722.3,1723.3,1724.4,1725.3,1726.2,1727.0,1727.8
100.0,1.6,50.0,3.333e-05,2.0,0.5,-2.644e-15,123.33,137.4,151.99,165.48,177.72,188.8,198.82,207.88,216.09,223.5,230.21,236.28,241.76,246.71,251.18,255.22,258.87,262.16,265.13,267.81,270.23,272.41,274.37,276.15,277.74,279.17,280.48,281.64,282.7
100.0,1.6,100.0,3.333e-05,2.0,0.5,-4.4066e-16,228.3,239.92,254.07,267.43,279.53,290.48,300.37,309.3,317.36,324.64,331.22,337.14,342.48,347.3,351.63,355.54,359.06,362.22,365.07,367.62,369.91,371.98,373.83,375.5,376.99,378.32,379.52,380.59,381.56
100.0,1.6,200.0,3.333e-05,2.0,0.5,-9.2539e-15,436.92,444.9,458.29,471.37,483.22,493.9,503.53,512.18,519.97,526.98,533.27,538.92,543.98,548.52,552.58,556.22,559.48,562.38,564.98,567.29,569.34,571.17,572.8,574.24,575.52,576.65,577.66,578.54,579.32
100.0,1.6,400.0,3.333e-05,2.0,0.5,-1.322e-14,838.69,854.07,866.92,879.49,890.84,900.99,910.07,918.19,925.42,931.87,937.6,942.69,947.2,951.18,954.71,957.81,960.52,962.91,964.99,966.8,968.38,969.73,970.89,971.89,972.74,973.45,974.06,974.55,974.97
100.0,1.6,800.0,3.333e-05,2.0,0.5,-1.7626e-15,1522.9,1658.9,1683.5,1696.5,1707.0,1716.1,1724.1,1731.1,1737.2,1742.6,1747.2,1751.1,1754.4,1757.4,1759.8,1761.8,1763.4,1764.7,1765.8,1766.6,1767.1,1767.5,1767.8,1767.8,1767.8,1767.6,1767.5,1767.1,1766.8
100.0,3.2,50.0,3.333e-05,2.0,0.5,-9.9148e-16,138.8,165.1,188.53,208.16,224.39,237.77,248.81,257.89,265.34,271.45,276.46,280.54,283.86,286.54,288.72,290.45,291.84,292.92,293.77,294.42,294.91,295.26,295.51,295.67,295.75,295.79,295.77,295.73,295.65
