VSH_TAU_0,VSH_TAU_SAT,VSH_B,AI_N,AI_GAMMA0,VIHR_S0,VIHR_R,VIHR_D,GPL_N,GPL_ETA,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25
400.0,1.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.17012578941895,790.83,893.22,951.43,980.95,1003.4,1012.2,1025.7,1030.6,1034.4,1038.7,1039.1,1038.1,1035.5,1031.0,1024.2,1014.8,989.2,973.81,957.18,939.36,898.84,874.9,816.28,748.82,685.51
400.0,1.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.15064040264154,760.94,891.81,930.87,961.68,984.49,993.18,1000.3,1010.0,1012.9,1014.3,1014.2,1012.2,1007.9,1001.2,990.6,977.17,961.68,944.83,926.81,907.33,861.75,833.07,799.75,727.15,661.45
400.0,1.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.41173728878964,656.24,807.26,940.98,1042.2,1135.6,1205.4,1286.9,1347.6,1390.5,1444.2,1493.8,1528.1,1569.8,1597.8,1622.7,1650.5,1667.0,1679.0,1686.1,1686.5,1679.3,1666.2,1648.4,1619.9,1596.4
400.0,1.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.37704664098266,888.83,1014.4,1077.8,1126.6,1154.5,1175.6,1190.5,1197.3,1203.1,1204.3,1202.1,1198.3,1189.0,1175.7,1164.6,1144.6,1120.6,1092.9,1061.6,1014.0,958.11,893.12,805.24,707.72,606.29
400.0,1.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.27434773079789,845.26,974.01,1017.7,1048.9,1063.7,1074.5,1081.8,1085.7,1086.3,1085.1,1079.4,1068.0,1050.4,1026.7,998.18,965.5,906.2,856.4,742.77,643.61,551.02,473.07,402.54,345.64,304.89
400.0,1.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.18275014879581,790.91,914.7,967.53,993.61,1013.0,1020.6,1031.8,1035.7,1038.5,1040.6,1039.8,1037.3,1032.9,1026.1,1005.1,991.24,975.83,941.3,922.0,876.81,849.81,784.93,717.52,632.49,563.58
400.0,1.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.14754794352044,761.01,869.43,931.17,962.13,985.15,993.96,1001.2,1006.9,1014.2,1015.7,1015.7,1013.9,1009.7,1003.2,992.68,979.31,963.67,946.99,928.66,909.23,887.75,863.8,802.1,765.42,694.84
400.0,500.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.40017685218392,656.69,808.65,943.94,1047.0,1143.0,1215.2,1283.9,1349.1,1411.1,1469.8,1511.8,1564.7,1614.3,1649.1,1681.7,1721.6,1748.7,1773.0,1800.9,1817.9,1831.2,1840.3,1844.7,1842.5,1835.2
400.0,500.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.40840630046017,890.06,1035.6,1098.2,1148.2,1178.4,1210.6,1229.3,1244.1,1252.0,1261.0,1267.1,1270.3,1271.0,1269.2,1265.1,1258.8,1250.3,1239.6,1226.8,1206.5,1182.1,1153.1,1118.5,1066.7,1007.2
400.0,500.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.3089929693129,871.66,993.58,1035.4,1066.8,1083.0,1102.0,1111.7,1119.3,1125.1,1128.9,1130.5,1129.6,1123.2,1115.2,1104.1,1090.0,1062.8,1026.3,977.76,899.24,820.8,723.0,640.83,575.57,513.66
400.0,500.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.26817279098986,871.54,954.45,1010.2,1029.4,1044.4,1056.1,1064.9,1071.3,1075.0,1075.5,1074.4,1069.0,1059.2,1044.8,1025.9,1001.6,951.52,884.84,816.17,718.75,645.0,571.57,520.17,468.99,430.67
400.0,500.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.24765929002783,845.99,950.58,990.74,1009.7,1023.8,1034.3,1041.5,1044.0,1046.4,1044.4,1041.4,1031.3,1015.6,994.54,967.11,929.55,857.07,783.72,702.95,627.08,571.1,514.48,469.43,430.41,400.24
400.0,500.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.33651084166167,603.65,769.16,919.64,1037.2,1127.4,1236.3,1321.0,1403.7,1484.7,1564.2,1642.3,1719.1,1775.8,1850.3,1923.5,1977.5,2048.4,2100.5,2151.8,2218.7,2267.8,2315.7,2377.8,2422.9,2466.6
400.0,500.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.38336138825075,900.57,1065.9,1167.0,1241.2,1311.1,1377.7,1441.5,1487.7,1547.2,1590.3,1632.0,1685.4,1723.7,1760.5,1795.6,1828.9,1870.4,1898.9,1925.2,1948.8,1969.5,1987.0,2000.8,2013.0,2017.0
400.0,500.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.37650301990416,931.92,1060.4,1132.4,1198.5,1261.0,1306.1,1364.2,1406.4,1447.4,1487.0,1525.3,1562.1,1608.7,1641.3,1671.7,1699.4,1723.5,1743.2,1757.2,1763.9,1761.5,1741.0,1708.0,1601.7,1438.9
400.0,500.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.35337736833684,931.23,1035.2,1104.7,1168.5,1214.1,1258.4,1301.4,1343.2,1383.9,1423.3,1461.4,1497.9,1532.7,1565.4,1595.5,1622.1,1637.3,1655.1,1664.8,1663.9,1648.2,1589.5,1468.5,1250.6,1032.8
400.0,500.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.33920589329981,929.99,1030.7,1098.0,1144.9,1190.0,1233.9,1276.6,1318.1,1358.4,1397.5,1422.8,1459.4,1494.2,1526.8,1547.0,1574.1,1596.0,1610.5,1614.5,1608.8,1565.2,1487.1,1299.7,1075.5,892.63
400.0,500.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.27471603899773,618.4,807.75,984.87,1125.0,1285.6,1414.2,1514.0,1635.5,1730.4,1823.3,1914.6,2004.2,2092.4,2157.6,2243.3,2306.7,2369.3,2451.5,2512.3,2572.2,2631.2,2689.2,2727.3,2783.6,2838.7
400.0,500.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.28011491469578,908.8,1184.9,1382.9,1569.8,1697.2,1843.9,1938.0,2051.2,2138.0,2221.0,2280.5,2337.3,2391.0,2441.2,2472.2,2514.7,2539.7,2561.5,2579.2,2595.6,2598.1,2593.3,2581.8,2564.8,2542.6
400.0,500.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.27770999801044,948.46,1219.4,1413.9,1571.4,1721.1,1839.7,1952.3,2037.5,2098.0,2155.0,2208.0,2255.7,2296.5,2318.3,2333.6,2338.7,2326.9,2293.5,2242.7,2152.4,2091.3,2002.9,1944.6,1848.0,1660.5
400.0,500.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.2662046451448,950.04,1219.9,1413.5,1570.0,1694.0,1812.0,1901.7,1986.4,2046.1,2101.6,2151.9,2194.9,2217.2,2230.5,2226.0,2189.3,2125.5,2052.6,1944.7,1879.1,1795.5,1724.8,1658.8,1555.1,1387.1
400.0,500.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.23102575380242,918.62,1162.2,1331.7,1491.9,1618.7,1715.9,1808.9,1897.2,1960.0,2019.0,2073.3,2106.2,2135.4,2159.1,2172.5,2162.4,2110.7,2073.2,1991.9,1910.8,1834.3,1739.5,1658.2,1581.0,1502.0
400.0,1000.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.38785788509628,629.68,810.2,925.22,1031.7,1131.3,1206.7,1296.5,1365.0,1430.7,1478.2,1539.3,1597.8,1639.9,1693.6,1732.1,1780.8,1815.3,1847.9,1888.2,1916.0,1941.4,1964.2,1990.3,2006.2,2018.6
400.0,1000.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.42033764182355,915.56,1039.8,1120.0,1171.8,1204.9,1242.5,1266.6,1287.7,1306.2,1322.3,1336.3,1348.3,1358.4,1366.7,1373.4,1378.3,1381.7,1383.8,1383.6,1381.8,1377.2,1369.8,1359.5,1346.0,1328.8
400.0,1000.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.34598519952434,897.19,1013.4,1054.4,1086.9,1113.3,1135.3,1148.1,1164.9,1174.8,1183.6,1194.6,1200.5,1206.8,1209.2,1209.6,1207.8,1201.3,1189.8,1172.0,1134.9,1096.7,1020.6,930.47,834.83,758.55
400.0,1000.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.3031123948423,872.88,974.39,1028.0,1048.0,1072.4,1086.1,1098.2,1108.9,1118.3,1129.8,1135.6,1139.6,1141.6,1141.3,1138.5,1128.5,1117.1,1090.2,1049.8,981.91,897.89,815.29,744.36,679.02,627.17
400.0,1000.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.28058865358322,872.1,969.63,1008.0,1027.5,1050.8,1063.6,1074.7,1084.4,1092.5,1098.9,1101.3,1104.5,1105.2,1102.7,1092.3,1079.5,1048.7,1019.1,947.5,877.84,805.55,729.93,675.28,623.47,578.13
400.0,1000.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.29020206826899,606.19,750.03,884.52,1012.6,1111.7,1232.4,1326.9,1419.9,1511.7,1602.4,1692.3,1781.5,1870.0,1936.0,2023.5,2110.5,2175.4,2261.6,2347.3,2411.3,2496.2,2559.5,2622.5,2706.0,2768.1
400.0,1000.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.3096735646644,853.12,1041.4,1161.6,1275.1,1362.8,1448.7,1533.2,1616.5,1678.3,1759.8,1820.4,1900.4,1959.7,2038.1,2096.2,2153.7,2229.4,2285.4,2340.6,2394.9,2448.4,2500.9,2552.3,2602.5,2651.3
400.0,1000.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.32373619654645,917.19,1066.4,1177.8,1263.2,1346.6,1428.7,1509.7,1589.8,1649.2,1727.6,1785.8,1862.6,1919.5,1994.4,2049.7,2104.3,2158.1,2228.4,2279.8,2330.1,2378.9,2426.1,2471.3,2514.1,2553.8
400.0,1000.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.3295789735487,943.88,1063.1,1171.6,1255.2,1337.4,1418.4,1498.3,1557.7,1636.0,1713.4,1770.7,1846.3,1902.3,1957.6,2030.1,2083.5,2135.9,2204.1,2253.7,2301.7,2347.6,2390.9,2430.7,2465.6,2493.6
400.0,1000.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.33262904570173,943.17,1060.4,1167.4,1250.4,1332.0,1412.5,1491.9,1550.9,1628.6,1705.5,1762.4,1837.3,1892.8,1947.5,2019.2,2071.9,2123.6,2190.4,2238.8,2285.1,2328.6,2368.5,2403.0,2429.6,2443.9
400.0,1000.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.20790520426264,557.69,764.87,927.91,1114.6,1264.0,1408.6,1549.1,1658.9,1793.5,1899.3,2003.7,2106.8,2208.8,2309.9,2385.1,2484.9,2559.3,2658.0,2731.8,2805.3,2878.6,2951.7,3024.6,3097.3,3169.9
400.0,1000.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.13993801343819,712.03,963.54,1164.4,1355.8,1509.4,1688.0,1832.8,1946.2,2085.5,2195.1,2303.3,2410.2,2515.9,2620.5,2698.3,2775.6,2852.3,2928.5,3004.1,3079.2,3129.0,3178.5,3252.2,3300.9,3349.3
400.0,1000.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.13860427619336,792.63,1038.5,1236.0,1424.8,1606.5,1753.4,1896.6,2036.8,2174.2,2282.4,2389.1,2494.5,2598.6,2675.8,2752.4,2828.2,2903.2,2977.5,3050.8,3099.1,3147.0,3194.2,3240.9,3286.7,3331.7
400.0,1000.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.14148150697344,794.17,1073.8,1269.7,1457.2,1637.7,1812.4,1954.2,2093.0,2202.1,2336.2,2441.8,2546.1,2623.3,2725.1,2800.5,2874.9,2948.4,2996.7,3068.1,3114.9,3160.8,3205.7,3249.3,3270.5,3311.2
400.0,1000.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.14482443998823,831.47,1107.8,1302.1,1488.3,1667.7,1841.4,1982.5,2120.5,2255.9,2362.4,2467.4,2570.9,2673.0,2748.5,2823.0,2896.5,2968.7,3016.1,3062.6,3130.7,3152.7,3195.6,3236.2,3273.1,3289.1
400.0,1500.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.37607554218146,630.08,787.28,927.99,1036.1,1137.8,1215.3,1289.9,1361.9,1431.4,1498.6,1563.7,1611.2,1672.6,1717.2,1774.9,1816.6,1870.3,1908.9,1946.1,1993.4,2026.9,2058.6,2098.0,2125.2,2150.1
400.0,1500.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.42030199827942,917.15,1043.8,1127.6,1183.7,1232.3,1264.7,1294.4,1330.2,1354.7,1377.5,1398.6,1418.2,1436.3,1453.1,1468.5,1482.6,1499.4,1510.4,1520.1,1531.1,1537.8,1544.7,1548.4,1551.3,1551.9
400.0,1500.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.37992074129488,921.79,1017.7,1074.1,1118.6,1147.0,1172.6,1188.5,1210.8,1231.6,1244.7,1263.0,1279.8,1295.0,1304.1,1316.0,1325.7,1332.8,1337.0,1337.0,1331.9,1315.9,1286.7,1232.1,1152.9,1065.8
400.0,1500.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.33977926063367,898.08,993.95,1046.7,1077.6,1095.7,1120.5,1135.8,1157.3,1170.8,1189.7,1201.4,1217.3,1226.8,1235.2,1245.4,1252.3,1254.7,1253.9,1245.6,1218.7,1172.4,1100.5,1018.3,941.22,860.92
400.0,1500.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.31695321254849,896.91,988.38,1026.1,1056.1,1073.6,1097.4,1112.2,1126.3,1139.6,1158.1,1169.4,1179.7,1188.9,1200.2,1205.7,1210.3,1209.9,1202.1,1182.5,1135.9,1075.9,990.07,920.42,843.86,784.0
400.0,1500.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.26007136738617,577.49,727.44,868.34,1003.3,1108.1,1210.8,1336.7,1436.0,1534.2,1631.5,1728.0,1824.0,1919.6,1991.0,2085.9,2180.6,2275.1,2345.9,2440.2,2534.4,2605.0,2699.1,2769.7,2863.7,2934.2
400.0,1500.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.25485838479382,828.25,1002.4,1135.2,1261.6,1360.0,1456.8,1552.4,1647.0,1741.0,1811.1,1904.1,1996.7,2065.9,2157.9,2226.7,2295.3,2386.5,2454.8,2522.8,2613.3,2680.9,2748.3,2815.4,2882.2,2948.8
400.0,1500.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.2630361076398,896.6,1060.0,1160.4,1281.8,1377.1,1471.3,1541.4,1634.2,1726.5,1818.2,1886.7,1977.7,2045.7,2136.0,2203.5,2293.1,2360.1,2426.8,2493.3,2581.5,2647.3,2712.7,2777.7,2842.3,2906.3
400.0,1500.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.26673605131754,897.8,1058.6,1181.7,1277.5,1372.0,1465.6,1535.2,1627.5,1719.2,1810.4,1878.4,1968.8,2036.3,2126.0,2193.0,2281.9,2348.3,2414.4,2502.1,2567.4,2632.4,2697.0,2761.0,2824.4,2887.2
400.0,1500.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.26889577902416,897.91,1057.1,1179.3,1274.7,1368.9,1462.2,1531.6,1623.6,1715.0,1805.9,1873.7,1963.8,2031.1,2120.4,2187.0,2275.6,2341.6,2407.4,2494.6,2559.5,2624.0,2688.0,2751.4,2814.2,2876.2
400.0,1500.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.17142364784898,562.16,741.95,912.88,1077.0,1235.2,1388.4,1537.4,1653.9,1796.8,1909.2,2020.1,2157.0,2265.3,2346.0,2452.9,2559.2,2638.6,2744.1,2823.0,2928.1,3006.8,3085.4,3164.0,3242.7,3321.4
400.0,1500.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.093375496891165,597.55,831.21,1047.7,1185.5,1352.2,1513.5,1670.4,1793.2,1943.6,2061.9,2178.5,2322.3,2436.0,2520.5,2632.4,2743.5,2826.3,2936.2,3018.2,3100.0,3208.7,3290.0,3344.2,3425.2,3506.2
400.0,1500.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.085416774037198,601.12,874.36,1054.0,1225.9,1391.7,1552.4,1677.7,1831.0,1951.2,2098.9,2215.2,2330.0,2443.6,2556.1,2667.7,2750.8,2860.9,2943.0,3052.0,3133.4,3214.5,3295.4,3376.1,3429.8,3510.2
400.0,1500.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.083259509793999,601.75,875.97,1090.5,1261.2,1393.5,1554.2,1710.5,1832.8,1982.7,2100.6,2216.8,2331.6,2445.1,2557.5,2668.9,2779.4,2861.8,2971.1,3052.6,3133.8,3214.7,3295.3,3375.7,3429.2,3509.2
400.0,1500.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.082341879784523,601.91,913.35,1091.2,1262.0,1394.2,1554.9,1711.2,1833.5,1983.4,2101.2,2217.4,2360.6,2473.8,2557.9,2669.3,2779.7,2862.0,2971.1,3052.5,3133.6,3214.3,3294.8,3375.0,3428.3,3508.1
400.0,2000.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.36524169790349,630.47,788.55,930.66,1040.4,1123.7,1203.9,1300.2,1374.5,1446.8,1499.7,1568.7,1635.9,1701.4,1749.5,1812.0,1857.7,1902.5,1960.5,2002.8,2057.4,2096.9,2135.1,2172.0,2218.9,2252.2
400.0,2000.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.41461471424798,894.07,1047.6,1134.8,1194.7,1248.0,1284.6,1330.0,1361.7,1391.9,1420.6,1448.1,1482.7,1507.4,1531.0,1553.5,1574.9,1595.2,1620.6,1638.4,1655.1,1675.5,1689.4,1706.2,1717.3,1730.3
400.0,2000.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.40269776593897,923.49,1038.0,1094.8,1142.2,1174.1,1204.0,1232.4,1259.6,1285.8,1310.9,1335.1,1358.3,1380.4,1401.3,1421.0,1439.2,1455.8,1475.2,1487.2,1496.8,1504.8,1505.8,1497.7,1470.9,1424.9
400.0,2000.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.37307282368678,922.2,1013.4,1066.4,1099.8,1130.2,1158.7,1186.1,1203.7,1229.3,1254.0,1277.7,1292.9,1314.7,1335.1,1353.9,1371.0,1385.8,1397.9,1406.5,1410.2,1403.8,1380.3,1327.5,1249.2,1154.4
400.0,2000.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.35308801140078,920.52,1007.2,1045.2,1077.7,1107.3,1135.3,1153.3,1179.5,1196.4,1221.0,1236.8,1259.5,1280.9,1294.4,1313.1,1329.7,1343.7,1353.9,1358.8,1355.5,1333.5,1290.6,1210.2,1124.2,1040.2
400.0,2000.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.23850103132407,579.06,732.08,848.44,988.79,1098.0,1205.1,1310.5,1440.3,1543.0,1644.7,1745.8,1846.4,1946.5,2021.4,2121.0,2220.5,2319.9,2419.2,2493.8,2593.2,2692.7,2767.5,2867.3,2942.2,3042.3
400.0,2000.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.21741504164262,800.36,983.54,1124.2,1232.4,1364.2,1467.8,1544.7,1646.5,1747.5,1848.0,1948.1,2022.9,2122.4,2197.0,2296.3,2370.7,2469.8,2544.2,2643.4,2717.8,2792.3,2866.8,2966.2,3040.8,3115.5
400.0,2000.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.22094099678307,840.62,1018.3,1154.1,1259.1,1362.4,1464.5,1565.7,1666.2,1741.1,1840.7,1939.9,2038.7,2112.7,2211.2,2285.0,2383.3,2457.0,2530.6,2628.8,2702.5,2776.1,2874.4,2948.0,3021.7,3095.3
400.0,2000.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.22280742983885,873.52,1045.9,1152.7,1257.0,1359.8,1461.5,1562.3,1662.5,1762.0,1836.4,1935.3,2033.8,2107.6,2205.8,2279.3,2377.2,2450.6,2548.5,2621.8,2695.1,2768.4,2866.1,2939.4,3012.6,3085.8
400.0,2000.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.22396599239498,873.91,1045.2,1151.5,1255.5,1358.0,1459.6,1560.2,1660.2,1759.6,1833.9,1932.6,2031.0,2104.6,2202.6,2275.9,2373.7,2446.9,2544.5,2617.7,2690.8,2763.9,2861.3,2934.4,3007.3,3080.2
400.0,2000.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.14848614101041,526.9,713.6,890.24,1059.8,1223.4,1350.5,1505.3,1656.4,1774.8,1920.4,2035.2,2148.6,2261.0,2372.4,2483.0,2593.0,2675.2,2784.4,2893.3,2974.8,3056.3,3164.9,3246.3,3327.9,3409.5
400.0,2000.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.073394173734378,512.61,760.11,949.3,1129.4,1268.3,1436.5,1567.5,1695.7,1852.6,1975.7,2096.9,2246.3,2364.1,2480.8,2596.4,2711.0,2796.4,2909.7,3022.4,3106.6,3218.4,3302.0,3413.2,3496.4,3579.6
400.0,2000.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.065712088162655,514.56,804.42,955.25,1135.5,1274.5,1443.1,1574.3,1702.7,1859.7,1983.0,2104.4,2224.1,2371.7,2488.3,2603.8,2718.4,2803.8,2916.9,3029.4,3113.4,3224.9,3308.3,3419.2,3502.1,3584.9
400.0,2000.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.063422001848097,514.73,805.9,993.52,1137.0,1310.3,1444.8,1576.0,1736.1,1861.5,1984.7,2106.1,2255.5,2373.3,2489.9,2605.4,2719.9,2805.2,2918.2,3030.6,3114.5,3225.9,3309.2,3419.8,3502.7,3585.3
400.0,2000.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.062352684406471,514.73,806.51,994.2,1137.7,1311.0,1445.5,1576.8,1736.9,1862.2,1985.5,2106.8,2256.2,2374.0,2490.5,2606.0,2720.4,2805.7,2918.7,3031.0,3114.8,3226.1,3309.3,3419.9,3502.6,3585.2
500.0,1.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.37677056263642,678.46,869.39,1015.1,1127.1,1231.9,1330.7,1405.8,1477.7,1546.3,1611.9,1674.2,1718.7,1775.1,1815.0,1852.6,1887.9,1930.7,1959.4,1984.7,2006.2,2023.2,2034.9,2040.3,2037.9,2027.6
500.0,1.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.36617218490241,1022.5,1190.1,1286.4,1350.0,1401.8,1433.2,1458.0,1476.4,1485.2,1492.9,1494.6,1491.9,1486.8,1474.5,1463.4,1442.3,1416.0,1384.7,1349.0,1309.2,1265.0,1197.4,1118.0,1008.5,885.59
500.0,1.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.27239051177128,1004.0,1171.5,1242.4,1283.2,1304.6,1321.7,1334.7,1343.8,1348.9,1349.5,1344.6,1332.4,1311.6,1282.6,1247.5,1208.6,1166.4,1119.4,1031.8,894.75,778.16,655.48,559.41,484.96,422.98
500.0,1.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.24129788029552,1004.6,1148.3,1202.2,1243.1,1263.3,1278.2,1288.1,1292.6,1292.4,1285.5,1266.0,1250.9,1213.3,1170.4,1124.8,1076.8,1023.1,919.11,814.51,707.04,610.77,529.58,457.07,403.25,362.51
500.0,1.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.22872682252962,976.1,1125.4,1196.1,1221.7,1240.9,1254.1,1261.0,1260.1,1255.3,1232.5,1214.5,1172.2,1124.7,1100.0,1050.9,980.63,935.43,851.52,758.22,657.45,567.05,480.57,423.92,375.51,336.6
500.0,1.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.37663406998765,678.47,869.4,1015.2,1127.1,1232.0,1330.9,1406.0,1477.9,1546.6,1612.1,1674.5,1719.1,1775.6,1815.5,1853.2,1888.5,1931.5,1960.2,1985.6,2007.3,2024.4,2036.3,2041.9,2039.8,2029.7
500.0,1.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.36631845153254,1022.6,1190.2,1286.5,1350.1,1402.1,1433.4,1458.4,1476.9,1485.7,1493.7,1495.4,1492.9,1487.9,1475.8,1464.8,1443.9,1417.8,1386.7,1351.1,1311.4,1267.4,1200.1,1121.0,1011.4,888.19
500.0,1.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.27255040915875,1004.1,1171.6,1242.5,1283.3,1304.8,1321.9,1335.0,1344.2,1349.4,1350.1,1345.4,1333.5,1313.0,1284.3,1249.4,1210.7,1168.7,1121.8,1034.6,897.36,780.28,656.98,560.48,485.72,423.57
500.0,1.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.24140575297712,1004.6,1148.3,1202.3,1243.3,1263.5,1278.5,1288.4,1293.0,1293.0,1286.3,1267.1,1252.3,1215.0,1172.4,1126.9,1078.9,1025.0,920.67,815.8,708.13,611.69,519.41,457.65,403.76,362.88
500.0,1.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.22882983284683,976.12,1125.4,1196.2,1221.8,1241.1,1254.3,1261.4,1260.7,1256.0,1233.7,1215.9,1173.6,1126.8,1102.2,1053.2,983.64,936.64,849.13,756.8,658.57,568.43,482.29,425.43,376.85,337.77
500.0,1.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.37646448008831,678.51,869.53,1015.4,1127.4,1232.4,1331.3,1406.5,1478.4,1547.2,1612.8,1675.3,1719.9,1776.5,1816.4,1854.2,1900.7,1932.5,1961.4,1986.8,2008.5,2025.7,2037.7,2043.3,2041.2,2031.1
