tau_sat,b,tau_0,gamma_0,n,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30
50.0,25.6,100.0,3.333e-05,2.0,0.5,-1.0576e-14,547.29,596.08,610.49,614.91,616.49,617.3,617.89,618.44,618.97,619.48,620.0,620.52,621.02,621.54,622.05,622.55,623.06,623.56,624.06,624.55,625.04,625.53,626.01,626.49,626.97,627.44,627.91,628.36,628.83
50.0,25.6,200.0,3.333e-05,2.0,0.5,-1.7626e-15,926.1,999.14,1019.0,1025.1,1027.4,1028.6,1029.5,1030.5,1031.4,1032.2,1033.1,1033.9,1034.8,1035.7,1036.4,1037.3,1038.2,1039.0,1039.8,1040.7,1041.4,1042.3,1043.1,1043.9,1044.7,1045.4,1046.2,1047.0,1047.7
50.0,25.6,400.0,3.333e-05,2.0,0.5,-1.9389e-14,1568.5,1782.2,1830.4,1843.7,1848.2,1850.6,1852.4,1853.9,1855.5,1857.0,1858.6,1860.1,1861.6,1863.1,1864.7,1866.1,1867.7,1869.1,1870.6,1872.1,1873.6,1875.0,1876.5,1877.9,1879.3,1880.8,1882.1,1883.5,1884.9
50.0,25.6,800.0,3.333e-05,2.0,0.5,-1.5864e-14,2400.2,3133.8,3371.0,3450.1,3477.6,3488.5,3494.1,3497.9,3501.1,3504.1,3507.0,3509.9,3512.8,3515.6,3518.5,3521.3,3524.1,3526.9,3529.6,3532.4,3535.1,3537.9,3540.6,3543.3,3546.0,3548.5,3551.1,3553.7,3556.3
50.0,51.2,50.0,3.333e-05,2.0,0.5,-8.8132e-16,387.38,408.42,410.43,410.94,411.31,411.66,412.0,412.35,412.69,413.04,413.38,413.73,414.07,414.42,414.75,415.09,415.43,415.76,416.09,416.42,416.75,417.08,417.4,417.72,418.04,418.35,418.66,418.97,419.28
50.0,51.2,100.0,3.333e-05,2.0,0.5,-1.322e-15,586.48,613.08,615.61,616.34,616.89,617.41,617.93,618.45,618.97,619.48,620.0,620.51,621.03,621.53,622.04,622.55,623.05,623.56,624.05,624.55,625.04,625.53,626.01,626.49,626.97,627.43,627.9,628.37,628.82
50.0,51.2,200.0,3.333e-05,2.0,0.5,-1.4101e-14,963.78,1020.0,1025.6,1026.9,1027.9,1028.8,1029.6,1030.5,1031.4,1032.2,1033.1,1033.9,1034.8,1035.6,1036.4,1037.3,1038.2,1039.0,1039.8,1040.7,1041.4,1042.3,1043.1,1043.9,1044.7,1045.4,1046.2,1047.0,1047.7
50.0,51.2,400.0,3.333e-05,2.0,0.5,-1.9389e-14,1597.4,1809.7,1841.3,1847.0,1849.2,1850.8,1852.4,1853.9,1855.5,1857.0,1858.6,1860.1,1861.6,1863.1,1864.7,1866.1,1867.7,1869.1,1870.6,1872.1,1873.6,1875.0,1876.5,1877.9,1879.3,1880.7,1882.1,1883.5,1884.9
50.0,51.2,800.0,3.333e-05,2.0,0.5,-3.5253e-14,2413.0,3162.7,3390.1,3458.4,3480.6,3489.5,3494.4,3498.0,3501.1,3504.1,3507.0,3509.9,3512.8,3515.6,3518.5,3521.2,3524.1,3526.9,3529.6,3532.4,3535.1,3537.9,3540.5,3543.3,3545.9,3548.5,3551.1,3553.7,3556.3
100.0,0.1,50.0,3.333e-05,2.0,0.5,-4.4066e-15,212.6,210.44,212.35,214.88,217.44,219.99,222.52,225.05,227.57,230.08,232.58,235.07,237.55,240.03,242.48,244.93,247.38,249.81,252.22,254.64,257.04,259.42,261.81,264.17,266.53,268.88,271.2,273.53,275.84
