tau_s,b,tau_0,gamma_0,n,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25
2000,10,500,3.33e-05,5,58.777400000001,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971
1,100,400,3.33e-05,3,5368709.1199,0.0038422,0.007147,0.013866,0.013866,0.020687,0.020687,0.027624,0.027624,0.034698,0.034698,0.038259,0.041857,0.045493,0.049172,0.052898,0.056681,0.060537,0.064513,0.068552,0.072713,0.077088,0.081666,0.086516,0.091788,0.097956
1,100,400,3.33e-05,4,36000000.0,0.0022764,0.0039902,0.0039902,0.0074489,0.0074489,0.010937,0.010937,0.010937,0.014459,0.014459,0.018016,0.018016,0.018016,0.021612,0.021612,0.025248,0.025248,0.028927,0.028927,0.028927,0.032652,0.032652,0.036426,0.036426,0.038235
1,100,400,3.33e-05,5,36000000.0,0.00066199,0.00078671,0.00078671,0.0010217,0.0010217,0.0010217,0.0010217,0.0014788,0.0014788,0.0014788,0.0014788,0.0014788,0.0014788,0.0021384,0.0021384,0.0021384,0.0021384,0.0021384,0.0021384,0.0027967,0.0027967,0.0027967,0.0027967,0.0027967,0.002945
1,100,500,3.33e-05,1,63753.4207,0.010977,0.021506,0.021506,0.032111,0.042799,0.053572,0.053572,0.064438,0.075399,0.08646,0.08646,0.097627,0.1089,0.1203,0.1203,0.13181,0.14344,0.15521,0.15521,0.16713,0.1792,0.19141,0.19141,0.20375,0.21617
1,100,500,3.33e-05,2,724775.7311,0.0046701,0.0088125,0.017213,0.017213,0.025722,0.025722,0.034347,0.034347,0.0431,0.0431,0.051997,0.051997,0.061088,0.065672,0.070309,0.075003,0.079769,0.087083,0.09204,0.097088,0.10225,0.11024,0.11579,0.12152,0.12779
1,100,500,3.33e-05,3,8912057.1391,0.0039234,0.0073129,0.0073129,0.014209,0.014209,0.014209,0.021214,0.021214,0.028344,0.028344,0.035638,0.035638,0.039316,0.04304,0.04304,0.046817,0.050664,0.054623,0.058641,0.06069,0.064895,0.069438,0.071869,0.076592,0.082615
1,100,500,3.33e-05,4,36000000.0,0.0012645,0.0019678,0.0019678,0.003372,0.003372,0.003372,0.003372,0.0061993,0.0061993,0.0061993,0.0061993,0.0061993,0.0061993,0.010363,0.010363,0.010363,0.010363,0.010363,0.010363,0.014575,0.014575,0.014575,0.014575,0.014575,0.015524
1,100,500,3.33e-05,5,113.1006,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050971,0.00050972,0.00050972
2000,100,100,3.33e-05,1,308700.7743,0.013013,0.023161,0.03331,0.04352,0.053804,0.064171,0.064171,0.074625,0.08517,0.10675,0.10675,0.11765,0.12868,0.13985,0.15115,0.16255,0.17401,0.18549,0.18549,0.19696,0.20841,0.21985,0.2313,0.24286,0.25458
2000,100,100,3.33e-05,2,12831214.7967,0.0080593,0.012252,0.020154,0.020154,0.027991,0.035881,0.035881,0.04386,0.04386,0.051946,0.060152,0.060152,0.068497,0.068497,0.077057,0.08138,0.08576,0.094758,0.097048,0.10404,0.10882,0.11619,0.12128,0.12959,0.13459
2000,100,100,3.33e-05,3,36000000.0,0.0030102,0.0037035,0.0037035,0.004659,0.004659,0.004659,0.004659,0.006037,0.006037,0.006037,0.006037,0.006037,0.006037,0.0076377,0.0076377,0.0076377,0.0076377,0.0076377,0.0076377,0.0090472,0.0090472,0.0090472,0.0090472,0.0090472,0.0093572
2000,100,100,3.33e-05,4,36000000.0,0.0014725,0.001659,0.001659,0.001883,0.001883,0.001883,0.001883,0.0021543,0.0021543,0.0021543,0.0021543,0.0021543,0.0021543,0.0024186,0.0024186,0.0024186,0.0024186,0.0024186,0.0024186,0.0026212,0.0026212,0.0026212,0.0026212,0.0026212,0.0026645
2000,100,100,3.33e-05,5,36000000.0,0.0010132,0.0010978,0.0010978,0.0011945,0.0011945,0.0011945,0.0011945,0.0013054,0.0013054,0.0013054,0.0013054,0.0013054,0.0013054,0.0014081,0.0014081,0.0014081,0.0014081,0.0014081,0.0014081,0.001484,0.001484,0.001484,0.001484,0.001484,0.0015001
2000,100,200,3.33e-05,1,322122.5471,0.01243,0.022118,0.031798,0.041529,0.051327,0.061199,0.071148,0.08118,0.091297,0.1015,0.1118,0.1222,0.1222,0.1327,0.1433,0.15401,0.16483,0.17578,0.18685,0.19805,0.20938,0.22084,0.23242,0.2441,0.25588
2000,100,200,3.33e-05,2,16213501.5423,0.011389,0.018614,0.018614,0.025746,0.032904,0.040128,0.040128,0.047435,0.054832,0.062328,0.062328,0.069932,0.077658,0.085536,0.089506,0.093512,0.10165,0.10578,0.11422,0.11854,0.12521,0.13202,0.14163,0.14668,0.15589
2000,100,200,3.33e-05,3,36000000.0,0.0027493,0.0034015,0.0034015,0.0042938,0.0042938,0.0042938,0.0042938,0.0055677,0.0055677,0.0055677,0.0055677,0.0055677,0.0055677,0.0070314,0.0070314,0.0070314,0.0070314,0.0070314,0.0070314,0.0083093,0.0083093,0.0083093,0.0083093,0.0083093,0.0085899
2000,100,200,3.33e-05,4,36000000.0,0.0012827,0.00146,0.00146,0.0016727,0.0016727,0.0016727,0.0016727,0.0019298,0.0019298,0.0019298,0.0019298,0.0019298,0.0019298,0.0021797,0.0021797,0.0021797,0.0021797,0.0021797,0.0021797,0.0023709,0.0023709,0.0023709,0.0023709,0.0023709,0.0024117
2000,100,200,3.33e-05,5,36000000.0,0.00084316,0.00092278,0.00092278,0.0010143,0.0010143,0.0010143,0.0010143,0.0011196,0.0011196,0.0011196,0.0011196,0.0011196,0.0011196,0.0012173,0.0012173,0.0012173,0.0012173,0.0012173,0.0012173,0.0012894,0.0012894,0.0012894,0.0012894,0.0012894,0.0013047
2000,100,300,3.33e-05,1,362387.8655,0.011897,0.021167,0.030419,0.039715,0.04907,0.058492,0.07755,0.087193,0.096916,0.10672,0.11662,0.1266,0.13668,0.14685,0.15713,0.16751,0.178,0.18861,0.21018,0.22116,0.23225,0.24346,0.25478,0.2662,0.27772
2000,100,300,3.33e-05,2,18253611.0079,0.01062,0.01726,0.023781,0.023781,0.030309,0.036885,0.043525,0.050237,0.057026,0.063896,0.063896,0.070854,0.077906,0.085061,0.092334,0.099759,0.1035,0.11109,0.11495,0.1228,0.13089,0.13506,0.14376,0.15326,0.16063
2000,100,300,3.33e-05,3,36000000.0,0.0025076,0.0031226,0.0031226,0.0039592,0.0039592,0.0039592,0.0039592,0.005143,0.005143,0.005143,0.005143,0.005143,0.005143,0.0064903,0.0064903,0.0064903,0.0064903,0.0064903,0.0064903,0.0076576,0.0076576,0.0076576,0.0076576,0.0076576,0.0079134
2000,100,300,3.33e-05,4,36000000.0,0.0011096,0.0012764,0.0012764,0.0014773,0.0014773,0.0014773,0.0014773,0.0017207,0.0017207,0.0017207,0.0017207,0.0017207,0.0017207,0.001957,0.001957,0.001957,0.001957,0.001957,0.001957,0.0021378,0.0021378,0.0021378,0.0021378,0.0021378,0.0021764
2000,100,300,3.33e-05,5,36000000.0,0.00070222,0.00077103,0.00077103,0.00085336,0.00085336,0.00085336,0.00085336,0.00095038,0.00095038,0.00095038,0.00095038,0.00095038,0.00095038,0.0010414,0.0010414,0.0010414,0.0010414,0.0010414,0.0010414,0.0011091,0.0011091,0.0011091,0.0011091,0.0011091,0.0011235
2000,100,400,3.33e-05,1,227331.2767,0.0068189,0.011408,0.020296,0.020296,0.038134,0.038134,0.04708,0.04708,0.056079,0.065131,0.065131,0.074235,0.083388,0.083388,0.092585,0.10182,0.11109,0.11109,0.12038,0.12968,0.12968,0.13898,0.14826,0.15288,0.15691
2000,100,400,3.33e-05,2,15676630.6303,0.006581,0.0099294,0.016059,0.016059,0.028116,0.028116,0.034147,0.040225,0.046363,0.046363,0.052568,0.058848,0.058848,0.065217,0.071701,0.074965,0.081571,0.084918,0.091717,0.095178,0.10227,0.10595,0.11177,0.11811,0.12469
2000,100,400,3.33e-05,3,36000000.0,0.0022846,0.0028654,0.0028654,0.003652,0.003652,0.003652,0.003652,0.0047569,0.0047569,0.0047569,0.0047569,0.0047569,0.0047569,0.006004,0.006004,0.006004,0.006004,0.006004,0.006004,0.0070769,0.0070769,0.0070769,0.0070769,0.0070769,0.0073117
2000,100,400,3.33e-05,4,36000000.0,0.00095846,0.0011116,0.0011116,0.0012991,0.0012991,0.0012991,0.0012991,0.0015279,0.0015279,0.0015279,0.0015279,0.0015279,0.0015279,0.0017508,0.0017508,0.0017508,0.0017508,0.0017508,0.0017508,0.0019215,0.0019215,0.0019215,0.0019215,0.0019215,0.0019579
2000,100,400,3.33e-05,5,36000000.0,0.00060767,0.00065787,0.00065787,0.00072371,0.00072371,0.00072371,0.00072371,0.00080651,0.00080651,0.00080651,0.00080651,0.00080651,0.00080651,0.00088719,0.00088719,0.00088719,0.00088719,0.00088719,0.00088719,0.00094831,0.00094831,0.00094831,0.00094831,0.00094831,0.00096134
2000,100,500,3.33e-05,1,318767.1039,0.010958,0.019494,0.019494,0.036606,0.04519,0.053825,0.062517,0.071268,0.08008,0.088954,0.088954,0.097893,0.1069,0.11597,0.1251,0.13431,0.14359,0.15293,0.16234,0.17182,0.18136,0.19096,0.2006,0.21028,0.21755
2000,100,500,3.33e-05,2,15354508.0831,0.006175,0.0093072,0.01499,0.01499,0.026084,0.026084,0.037289,0.037289,0.037289,0.042924,0.048617,0.054376,0.054376,0.060215,0.066165,0.06916,0.072178,0.078296,0.081402,0.087733,0.090978,0.094299,0.10145,0.10523,0.11227
2000,100,500,3.33e-05,3,36000000.0,0.0020801,0.0026286,0.0026286,0.0033695,0.0033695,0.0033695,0.0033695,0.0044044,0.0044044,0.0044044,0.0044044,0.0044044,0.0044044,0.0055641,0.0055641,0.0055641,0.0055641,0.0055641,0.0055641,0.0065558,0.0065558,0.0065558,0.0065558,0.0065558,0.0067726
2000,100,500,3.33e-05,4,36000000.0,0.00083417,0.00096965,0.00096965,0.0011405,0.0011405,0.0011405,0.0011405,0.001353,0.001353,0.001353,0.001353,0.001353,0.001353,0.0015618,0.0015618,0.0015618,0.0015618,0.0015618,0.0015618,0.0017222,0.0017222,0.0017222,0.0017222,0.0017222,0.0017565
2000,100,500,3.33e-05,5,36000000.0,0.00055682,0.00058802,0.00058802,0.00063367,0.00063367,0.00063367,0.00063367,0.00069681,0.00069681,0.00069681,0.00069681,0.00069681,0.00069681,0.00076241,0.00076241,0.00076241,0.00076241,0.00076241,0.00076241,0.00081394,0.00081394,0.00081394,0.00081394,0.00081394,0.000825
